Nr,Navn,Inndeling,Fnr,Fylke,Rnr,Region,Aar,Produktivitet,Produktivitet Bransjejustert,Arbeidsplassvekst,Arbeidsplassvekst Bransjejustert,Lonnsomhet,Lonnsomhet Bransjejustert,Egenkapital,Etableringsfrekvens,Etableringsfrekvens Bransjejustert,Foretaksvekst,Foretaksvekst Bransjejustert,Storrelse,Produktivitet Score,Produktivitet Bransjejustert Score,Arbeidsplassvekst Score,Arbeidsplassvekst Bransjejustert Score,Lonnsomhet Score,Lonnsomhet Bransjejustert Score,Egenkapital Score,Etableringsfrekvens Bransjejustert Score,Etableringsfrekvens Score,Foretaksvekst Score,Foretaksvekst Bransjejustert Score,Storrelse Score,Produktivitet Indeks,Arbeidsplassvekst Indeks,Lonnsomhet Indeks,Nyetableringer Indeks,Storrelse Indeks,Naringsindeksen
534,Gran,Kommune,5,Oppland,3015,Hadeland,2012,368,-124,-1.53,-1.97,65.05,2.78,83.56,5.23,-1.38,1.41,-1.44,33.8,40.9,46.5,43.72,43.52,63.63,62.41,44.77,36.74,44.02,42.63,37.59,64.03,43.7,43.62,56.94,40.24,64.03,49.71
534,Gran,Kommune,5,Oppland,3015,Hadeland,2013,354,-138,-1.43,-1.75,63.53,1.38,83.87,5.88,-0.66,1.92,-0.3,33.18,39.43,45.1,44.02,42.35,59.58,58.59,46.28,49.03,52.29,51.23,49.34,63.03,42.26,43.19,54.82,50.47,63.03,50.75
534,Gran,Kommune,5,Oppland,3015,Hadeland,2014,379,-150,-2.98,-4.39,62.58,1.39,83.01,5.14,-1.32,1.4,-0.54,32.06,39.65,44.74,32.29,30.09,59.37,58.51,46.11,38.12,44.48,46.02,44.9,60.09,42.2,31.19,54.66,43.38,60.09,46.3
534,Gran,Kommune,5,Oppland,3015,Hadeland,2015,618,35,-8.87,-4.12,65.48,4.71,85.12,5.9,-0.82,2.26,0.9,29.05,51.87,61.11,44.72,38.15,67.75,66.78,55.4,46.71,50.58,56.77,56.4,58.4,56.49,41.44,63.31,52.61,58.4,54.45
534,Gran,Kommune,5,Oppland,3015,Hadeland,2016,459,-136,-0.65,-0.8,65.61,4.9,85.4,4.88,-1.78,0.29,-1.71,28.84,45.63,48.54,45.48,44.88,67.72,66.27,57.93,30.72,38.09,31.86,30.89,58.09,47.08,45.18,63.98,32.89,58.09,49.45
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2009,258,-113,-5.69,-3.47,53.72,-5.99,80.17,4.94,-0.08,2.24,0.74,16.01,38.82,46.64,35.74,32.72,34.98,33.18,35.59,55.29,49.55,59.43,61.2,20.15,42.73,34.23,34.59,56.37,20.15,37.61
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2010,229,-158,-3.02,-2.78,50,-10.35,80.83,2.88,-2.23,0.35,-0.58,15.49,35.09,43.59,40.44,38.79,21.85,18.9,37.2,20.86,23.3,42.54,43.89,19.7,39.34,39.62,25.98,32.65,19.7,31.46
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2011,274,-128,-4.33,-4.5,51.22,-8.27,80.49,4.47,-0.95,0.69,-1.26,14.75,33.41,44.79,33.09,36.46,21.51,22.51,31.85,43.35,40.21,42.19,42.85,18.54,39.1,34.78,25.29,42.15,18.54,31.97
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2012,288,-160,1.16,1.28,59.2,-2.24,84,4.9,-0.95,0.8,-1.37,15.12,33.72,42.44,53.99,55.77,43.96,44.82,46.85,43.21,40.25,37.15,38.23,19.88,38.08,54.88,45.21,39.71,19.88,39.55
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2013,279,-155,-5.63,-5.14,58.4,-3.3,81.6,6.55,0.7,1.47,-0.18,14.41,33.19,43.39,25.15,27.03,42.6,42.15,35.3,70.83,60.14,46.63,50.69,18.86,38.29,26.09,40.02,57.07,18.86,36.07
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2014,286,-196,-1.09,-2.12,59.38,-1.79,80.47,6.01,0.22,1,-0.57,14.26,31.89,39.87,41.29,40.92,48.53,47.13,33.34,63.99,55.2,41.43,44.55,18.64,35.88,41.1,43,51.29,18.64,37.98
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2015,358,-184,3.08,9.1,64.38,3.92,89.04,5.73,-0.32,0.55,-0.44,14.52,33.38,42.44,81.46,82.61,63.75,63.85,74.61,53.98,48.71,42.76,45.22,22.66,37.91,82.03,67.41,47.67,22.66,51.54
536,Søndre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2016,391,-175,0.48,0.57,64.67,4.26,86.67,5.7,-0.22,2.63,1.02,14.62,44.44,47.83,49.96,50.37,64.21,63.86,64.39,56.32,47.86,57.16,62.51,22.25,46.14,50.17,64.15,55.96,22.25,47.73
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2009,328,-110,-1.65,1.73,56.29,-3.74,83.44,3.56,-1.3,0.89,-0.47,30.31,43.74,46.82,51.64,53.3,42.6,40.14,49.4,34.96,32.26,42.33,44.57,54.76,45.28,52.47,44.05,38.53,54.76,47.02
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2010,326,-146,-0.99,0.35,60.8,0.33,82.39,5.07,0.1,2.64,1.79,30.05,41.68,44.58,47.11,48.9,55.54,53.86,43.8,59,50.09,66.79,70.58,54.52,43.13,48,51.07,61.62,54.52,51.67
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2011,354,-146,-2.04,-2.82,59.67,-0.35,83,3.15,-2.17,-0.93,-3.06,29.24,40.58,42.77,41.23,42.54,49.68,49.35,43.56,22.16,23.34,29.97,29.44,52.73,41.68,41.88,47.53,26.23,52.73,42.01
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2012,316,-219,2.24,1.61,59.09,-2.85,83.12,4.4,-1.3,2.09,-0.05,29.67,36.19,35.77,58.11,57,43.59,42.7,42.63,37.92,34.71,48.69,51.33,54.26,35.98,57.55,42.97,43.16,54.26,46.78
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2013,372,-160,-2.44,-2.44,59.87,-2.16,82.48,4.67,-1.09,0.92,-0.91,28.99,40.93,42.84,39.46,39.24,47.48,46.17,39.59,42.12,38.28,41.04,42.44,53.16,41.88,39.35,44.41,40.97,53.16,43.96
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2014,379,-189,-0.31,-1.08,59.56,-1.5,81.5,4.77,-0.82,1.54,-0.02,29.15,39.64,40.6,45.05,45.89,49.16,48.16,38.55,46.52,39.94,47.59,51.22,53.31,40.12,45.47,45.29,46.32,53.31,46.1
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2015,363,-249,0.15,6.14,61.83,1.32,84.62,4.21,-1.55,0.28,-0.65,29.02,33.76,36.99,72.47,72.67,54.43,54.21,52.93,35.87,32.04,40.5,43.47,58.33,35.37,72.57,53.86,37.97,58.33,51.62
538,Nordre Land,Kommune,5,Oppland,3014,Gjøvikregionen,2016,401,-259,-0.1,0.64,62.79,2.44,83.43,5.37,-0.33,0.28,-1.27,28.94,44.61,46.34,47.67,50.66,57.21,57.02,47.84,54.62,43.88,31.76,35.94,58.37,45.48,49.16,54.02,41.55,58.37,49.72
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2009,220,-168,1.87,5.12,64.29,5.4,86.51,3.59,-1.29,-0.74,-2.23,28.87,36.12,41.96,65.51,66.74,66.28,68.34,62.3,35,32.64,21.66,20.26,51.27,39.04,66.13,65.64,27.39,51.27,49.89
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2010,242,-166,-1.62,-0.87,60.16,0.63,87.5,3.51,-1.5,1.17,0.17,28.56,35.92,43.02,45.03,44.96,53.54,54.83,65.43,32.76,31.01,51.23,52.36,50.96,39.47,44.99,57.93,41.84,50.96,47.04
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2011,278,-149,-6.59,-7.13,64.66,4.79,84.96,3.57,-1.83,0.63,-1.79,26.86,33.8,42.47,25.05,27,66.34,66.76,52.7,28.06,28.74,41.75,38.89,47.11,38.13,26.02,61.93,34.36,47.11,41.51
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2012,285,-168,-0.47,-0.49,67.14,6.41,87.14,3.24,-2.49,-0.42,-2.42,26.82,33.45,41.57,47.77,49.1,70.66,75.12,61.88,19.99,21.58,26.34,27.83,47.53,37.51,48.43,69.22,23.93,47.53,45.33
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2013,296,-146,-1.54,-1.04,66.23,4.91,85.71,4.3,-1.53,1.15,-0.65,26.47,34.6,44.26,43.52,45.58,68.54,70.98,55.24,35.14,34,43.42,45.42,47.23,39.43,44.55,64.92,39.49,47.23,47.13
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2014,301,-183,0.48,-0.25,65.63,5.05,85,3.94,-1.67,0.41,-1.12,26.72,33.09,41.26,48.8,49.87,69.66,71.57,56.14,32.35,29.83,34.72,37.81,47.65,37.18,49.34,65.79,33.68,47.65,46.72
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2015,357,-191,-10.39,-4.53,58.29,-1.85,81.14,4.02,-1.77,-0.62,-1.56,24.24,33.33,41.89,40.04,36.78,41.45,42.45,35.92,32.64,30.02,33.16,35.88,46.57,37.61,38.41,39.94,32.92,46.57,39.09
540,Sør-Aurdal,Kommune,5,Oppland,3019,Valdres,2016,383,-217,0.53,0.5,65.7,6.09,84.88,3.22,-2.44,0,-1.46,24.66,44.31,47.08,50.18,50.09,68.06,70.72,55.27,19.78,18.26,28.79,33.81,47.56,45.69,50.14,64.69,25.16,47.56,46.65
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2009,182,-171,3.01,6.03,59.62,0.54,92.31,3.42,-1.23,0.68,-0.67,27.25,33.47,41.7,70,70.35,52.45,53.35,86.72,36.02,30.53,39.72,41.83,47.34,37.58,70.18,64.17,37.02,47.34,51.26
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2010,195,-180,-7.71,-6.84,60.78,1.45,92.16,2.26,-2.49,-0.68,-1.55,24.98,32.73,41.82,25,25.69,55.5,57.52,85.16,16.54,15.78,31.73,33.03,42.4,37.27,25.34,66.06,24.27,42.4,39.07
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2011,217,-187,-5.48,-5.42,73.08,14.59,88.46,3.64,-1.41,0.91,-0.9,23.63,28.3,38.27,29.03,33.17,94.4,99.96,69.01,35.44,29.67,43.88,45.51,39.49,33.28,31.1,87.79,38.62,39.49,46.06
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2012,234,-184,-1.83,-2.45,64.29,4.22,89.29,2.48,-2.81,-0.68,-2.65,22.87,28.9,39.65,42.59,41.69,61.06,67.44,72.13,15.01,13.12,24.02,25.6,38.19,34.28,42.14,66.87,19.44,38.19,40.18
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2013,248,-175,-5.9,-4.82,69.23,9.42,90.38,3.41,-1.85,1.82,0.23,21.66,30.55,41.26,23.91,28.46,78.46,86.8,77.87,29.95,23.7,50.18,55.38,35.91,35.9,26.19,81.04,39.8,35.91,43.77
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2014,248,-201,2.31,1.75,67.92,8.66,88.68,3.35,-1.7,-0.89,-2.17,22.02,28.77,39.41,57.53,59.48,77.43,84.46,74.65,31.83,22.62,19.79,25.03,36.7,34.09,58.51,78.85,24.82,36.7,46.59
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2015,270,-234,4.52,11.89,58.33,-0.54,88.33,2.93,-2.27,1.58,0.88,23.11,27.11,38.27,85.89,91.99,41.62,47.3,71.15,25.22,18.01,51.17,56.26,43.79,32.69,88.94,53.36,37.67,43.79,51.29
541,Etnedal,Kommune,5,Oppland,3019,Valdres,2016,292,-262,-14.2,-13.95,62.3,4.06,81.97,2.22,-3.12,1.77,0.48,21.04,42.72,46.28,0,0,55.36,63.12,40.36,8.58,6.32,47.92,56.27,38.45,44.5,0,52.95,29.77,38.45,33.13
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2009,362,-77,-2.37,0.54,62.41,2.73,84.58,5.28,-0.16,2.67,1.01,46.04,46.17,49.64,48.83,48.61,60.73,60.12,54.17,53.91,53.73,64.93,65.03,92.81,47.91,48.72,58.34,59.4,92.81,61.43
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2010,338,-121,-0.13,-0.26,60.62,0.54,88.54,4.67,-0.91,0.95,-0.24,46.24,42.5,46.61,49.92,46.91,54.99,54.53,69.86,42.38,45.2,48.87,47.8,93.22,44.55,48.41,59.79,46.06,93.22,58.41
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2011,352,-133,-0.91,-2.33,59.13,-0.72,87.21,4.68,-1.38,0.18,-2.91,45.91,40.4,44.21,45.26,44.3,47.9,48.07,63.2,35.89,42.86,38.32,30.55,92.03,42.3,44.78,53.05,36.9,92.03,53.81
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2012,379,-132,-5.38,-6.01,62.36,0.71,87.97,5.55,-0.83,1.69,-0.93,43.26,41.88,45.64,29.06,28.25,54.59,55.18,65.85,45.01,47.57,45.13,42.61,86.38,43.76,28.65,58.54,45.08,86.38,52.48
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2013,382,-117,-0.07,-0.06,62.53,0.85,88.59,5.92,-0.57,3.56,1.6,43.45,41.77,47.33,50.11,50.02,56.26,56.72,69.2,50.43,52.75,67.92,71.01,87.2,44.55,50.06,60.73,60.53,87.2,60.61
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2014,406,-127,1.04,-0.07,63.18,2.32,88.13,4.49,-1.87,0.83,-1,43.76,41.87,47.12,51.49,50.73,61.39,61.81,71.88,28.95,36.61,39.48,39.28,87.34,44.49,51.11,65.03,36.08,87.34,56.81
542,Nord-Aurdal,Kommune,5,Oppland,3019,Valdres,2015,465,-124,-4.56,0.61,68.66,8.03,89.02,4.24,-2.32,0.39,-0.88,41.45,41.01,47.53,57.98,54.06,79.4,79.09,74.52,24.52,32.32,41.4,41.57,88.9,44.27,56.02,77.67,34.95,88.9,60.36
