Nr,Navn,Inndeling,Fnr,Fylke,Rnr,Region,Aar,Produktivitet,Produktivitet Bransjejustert,Arbeidsplassvekst,Arbeidsplassvekst Bransjejustert,Lonnsomhet,Lonnsomhet Bransjejustert,Egenkapital,Etableringsfrekvens,Etableringsfrekvens Bransjejustert,Foretaksvekst,Foretaksvekst Bransjejustert,Storrelse,Produktivitet Score,Produktivitet Bransjejustert Score,Arbeidsplassvekst Score,Arbeidsplassvekst Bransjejustert Score,Lonnsomhet Score,Lonnsomhet Bransjejustert Score,Egenkapital Score,Etableringsfrekvens Bransjejustert Score,Etableringsfrekvens Score,Foretaksvekst Score,Foretaksvekst Bransjejustert Score,Storrelse Score,Produktivitet Indeks,Arbeidsplassvekst Indeks,Lonnsomhet Indeks,Nyetableringer Indeks,Storrelse Indeks,Naringsindeksen
2025,Tana,Kommune,20,Finnmark,3084,Midt-Finnmark,2012,400,-95,-0.59,-0.77,64.17,2.38,83.33,3.05,-2.65,-0.8,-2.53,28.97,43.73,49.84,47.3,48.04,60.66,60.99,43.67,17.56,19.49,22.91,26.7,52.61,46.78,47.67,55.11,21.66,52.61,44.77
2025,Tana,Kommune,20,Finnmark,3084,Midt-Finnmark,2013,359,-156,2.86,2.94,56.91,-4.42,83.74,6.31,0.69,3.07,1.87,29.76,39.89,43.26,63.28,63.61,37.67,38.24,45.67,70.71,57.33,62.97,74.01,54.97,41.57,63.45,40.53,66.25,54.97,53.35
2025,Tana,Kommune,20,Finnmark,3084,Midt-Finnmark,2014,379,-187,1.74,0.69,55.04,-5.33,82.95,4.71,-0.85,1.41,0.15,30.45,39.62,40.85,54.8,54.37,33.87,34.46,45.8,45.95,39.26,46.12,53.3,56.35,40.24,54.59,38.04,46.16,56.35,47.08
2025,Tana,Kommune,20,Finnmark,3084,Midt-Finnmark,2015,427,-230,-5.01,2.24,57.25,-3.25,82.61,5.57,-0.39,1.08,0.35,28.67,38.28,38.62,56.59,59.53,37.65,37.25,43.1,53.03,46.96,47.12,51.82,57.47,38.45,58.06,39.33,49.73,57.47,48.61
2025,Tana,Kommune,20,Finnmark,3084,Midt-Finnmark,2016,491,-215,-4.08,-4.41,61.76,1.15,82.35,5.21,-0.83,-1.23,-2.84,27.38,46.2,47.12,31.95,30.39,53.38,52.14,42.33,46.4,41.96,15.58,17.73,54.42,46.66,31.17,49.28,30.42,54.42,42.39
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2009,137,-235,2.38,4,58.33,-0.54,75,6.75,2.22,4.91,4.19,14.69,30.27,36.25,67.51,62.28,48.65,50.01,13.84,93.82,72.1,93.38,100,16.97,33.26,64.9,37.5,89.83,16.97,48.49
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2010,156,-247,14.73,16.74,60,0.2,72,5.85,1.18,4.09,4.04,16.74,30.1,36.43,98.79,100,53.05,53.43,0,76.67,59.66,82.1,95.91,22.7,33.27,99.39,35.49,78.58,22.7,53.89
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2011,204,-225,-7.43,-7.4,60.71,1.22,78.57,5.62,0.45,2.25,0.15,15.34,27.11,33.99,22.07,26.01,53.17,54.67,22.93,67.67,54.78,53.97,53.3,19.93,30.55,24.04,43.59,57.43,19.93,35.11
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2012,197,-229,23.36,24.06,55.17,-6.04,72.41,4.4,-1.01,3.3,1.55,18.76,25.58,34.61,100,100,30.42,31.5,0,42.38,34.61,59.4,67.16,28.48,30.1,100,20.64,50.89,28.48,46.02
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2013,225,-259,-2.96,-2.09,50,-11.21,73.33,5.32,-0.16,3.19,2.08,18.59,28.68,32.5,37.13,40.84,14.79,14.4,0,57.13,45.84,64.16,76.46,28.7,30.59,38.99,9.73,60.9,28.7,33.78
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2014,257,-250,2.44,1.48,50,-10.34,73.33,6.7,1.16,5.67,4.25,18.28,29.5,34.18,58.15,58.15,16.84,16.58,0,79.69,63.61,94.74,100,28,31.84,58.15,11.14,84.51,28,42.73
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2015,320,-301,-26.19,-15.5,55.56,-5.65,66.67,3.41,-2.79,-1.95,-2.93,13.28,30.71,32.56,0,0,31.46,28.35,0,17.53,23.34,22.24,24.38,19.61,31.63,0,19.94,21.87,19.61,18.61
2027,Nesseby,Kommune,20,Finnmark,3085,Øst-Finnmark,2016,273,-640,-15.32,-16.07,51.35,-9.98,81.08,6.47,0.43,3.48,1.55,10.95,42.38,39.49,0,0,14.51,10.24,35.83,67.12,56.99,66.34,68.65,12.99,40.94,0,20.2,64.77,12.99,27.78
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2009,394,-145,-0.69,1.89,55.3,-2.22,85.61,3.48,-2.26,-0.63,-1.73,34.81,48.43,43.86,55.44,53.93,39.67,44.84,58.5,18.89,31.33,23,27.18,65.64,46.15,54.68,47.67,25.1,65.64,47.85
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2010,397,-228,1.52,2.03,50,-8.89,82.61,8.6,2.7,2.87,2.5,35.41,46.55,37.97,55.37,54.29,21.85,23.68,44.72,100,93.32,69.14,78.55,67.34,42.26,54.83,30.08,85.25,67.34,55.95
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2011,409,-228,1.5,-0.38,53.73,-6.1,82.84,4.95,-1.6,-0.93,-4.21,35.92,45.46,33.6,53.84,51.31,29.88,29.86,42.79,32.2,46.33,29.98,20.91,68.48,39.53,52.57,34.18,32.35,68.48,45.42
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2012,411,-198,2.28,2.33,55.07,-5.98,81.88,6.88,-0.11,1.88,-1,36.43,44.68,38.13,58.28,59.74,30.08,31.72,36.74,56,62.46,46.74,41.93,70.23,41.41,59.01,32.84,51.78,70.23,51.05
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2013,334,-377,6.7,6.39,55.73,-4.18,81.68,7.36,0.52,1.23,-0.84,37.56,37.75,20.12,80.55,79.28,33.75,39.07,35.69,68,69.51,44.17,43.21,73.33,28.93,79.91,36.17,56.22,73.33,54.91
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2014,403,-345,0.62,-0.25,56.34,-2.57,83.1,7.88,0.88,1.52,-0.27,37.02,41.61,24.17,49.45,49.87,38.26,44.33,46.57,74.94,78,47.29,48.14,71.64,32.89,49.66,43.05,62.09,71.64,51.87
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2015,735,-100,-9.55,-0.29,57.76,-2.47,82.61,6.57,-0.93,3.28,1.8,33.06,60.24,49.58,42.65,51.03,39.54,40.12,43.1,45.07,57.84,65.16,63.88,68.28,54.91,46.84,40.92,57.99,68.28,53.79
2028,Båtsfjord,Kommune,20,Finnmark,3085,Øst-Finnmark,2016,1010,59,9.2,8.33,66.67,5.72,84.85,6.36,-1.5,0.29,-2.23,36.5,55.27,52.04,84.46,81.54,71.68,69.34,55.09,35.34,55.69,31.91,24.85,77.42,53.65,83,65.37,36.95,77.42,63.28
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2009,428,-83,2.28,4.58,61.99,2.38,85.97,7,0.74,3.77,1.93,27.54,50.78,49.16,67.1,64.57,59.49,59.02,60.05,69.04,75.26,78.93,77.73,48.05,49.97,65.84,59.52,75.24,48.05,59.72
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2010,422,-148,4.72,4.21,60.39,0.42,84.85,6.31,-0.07,3.11,1.75,28.5,48.25,44.39,65.87,61.34,54.27,54.15,54.2,56.2,65.37,71.76,70.2,50.8,46.32,63.6,54.21,65.88,50.8,56.16
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2011,413,-152,6.2,4.22,56.38,-3.52,83.4,6.38,-0.42,2.85,-0.61,29.99,45.81,42.18,70.54,67.9,38.73,38.59,45.44,52.55,64.43,58.54,47.69,54.49,43.99,69.22,40.92,55.8,54.49,52.89
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2012,474,-105,3.5,2.43,60.65,-1.29,83.98,6.2,-1.17,1.55,-2.02,30.93,50.34,48.66,62.89,60.13,48.83,48.17,46.74,39.99,54.87,43.85,31.76,57.25,49.5,61.51,47.91,42.62,57.25,51.76
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2013,398,-189,5.77,5.82,58.87,-2.98,84.48,8.27,1,4.9,2.34,32.36,43.07,39.79,76.36,76.69,44.16,43.28,49.24,75.61,80.07,81.53,79.45,61.11,41.43,76.53,45.56,79.17,61.11,60.76
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2014,511,-109,-1.7,-2.88,57.79,-3.17,82.51,6.81,-0.35,1.76,-0.53,31.43,50.58,49.08,38.38,37.29,43.19,42.19,43.61,54.32,64.99,50.09,45.01,58.62,49.83,37.83,43,53.6,58.62,48.58
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2015,902,250,-22.14,-15.63,58.24,-2.12,81.03,8.28,0.91,2.71,1.08,24.16,72.11,79.29,3.93,0,41.27,41.42,35.37,72.28,76.56,60.45,57.92,46.37,75.7,1.97,39.35,66.8,46.37,46.04
2030,Sør-Varanger,Kommune,20,Finnmark,3085,Øst-Finnmark,2016,842,132,-0.08,-0.57,59.03,-1.25,79.35,8.13,0.78,3.08,0.73,24.12,52.33,53.35,47.75,45.81,43.18,43.12,27.01,72.98,76.83,61.96,59.23,46.21,52.84,46.78,37.77,67.75,46.21,50.27
3001,Halden,Region,,,3001,Halden,2009,449,-46,-4.17,-0.94,58.7,-1.84,81.31,5.67,-0.8,1.52,-0.66,31.1,51.78,51.43,34.26,36.36,40.28,33.88,23.27,34.72,53.15,43.1,30.01,47.27,51.6,35.31,32.48,40.25,47.27,41.38
3001,Halden,Region,,,3001,Halden,2010,476,-82,-2.92,-2.12,61.68,0.82,81.53,6.47,-0.18,1.03,-0.73,29.79,51.43,43.72,19.89,24.27,58.26,54.01,23.26,56.66,66.35,45.72,34.18,43.07,47.58,22.08,45.18,50.73,43.07,41.73
3001,Halden,Region,,,3001,Halden,2011,412,-130,-0.01,-1.22,60.45,0.14,81.26,6.3,-0.61,2.06,-0.75,29.33,37.34,31.94,42.58,43.86,47.56,45.61,17.54,46.41,60.53,54.79,44.23,41.71,34.64,43.22,36.9,51.49,41.71,41.59
3001,Halden,Region,,,3001,Halden,2012,514,-108,-0.88,-0.84,64.83,2,81.3,7.05,-0.4,3.73,0.18,28.75,50.98,39.04,39.78,45.24,70.4,66.39,15.28,50.4,62.27,64.6,54.36,40.33,45.01,42.51,50.69,57.91,40.33,47.29
3001,Halden,Region,,,3001,Halden,2013,506,-78,-0.19,-0.68,62.4,-0.45,81.27,8.15,0.77,3.25,0.44,28.38,50.23,46.58,48.5,44.46,53.02,47.52,13.12,86.19,81.64,72.58,70.65,39.91,48.4,46.48,37.89,77.76,39.91,50.09
3001,Halden,Region,,,3001,Halden,2014,514,-104,2.38,1.06,62.2,0.31,80.71,7.21,-0.08,3.22,0.72,28.81,46.98,42.04,71.28,68.13,57.57,52.75,17.97,62.29,68.76,76.99,74.53,41.38,44.51,69.71,42.76,70.64,41.38,53.8
3001,Halden,Region,,,3001,Halden,2015,657,-74,-6.23,-1.74,62.51,1.38,80.24,8.08,0.6,-1.76,-3.67,26.84,55.87,46.75,49.54,38.88,55.73,52.11,14.09,78.73,77.54,5.18,0,41.51,51.31,44.21,40.64,40.36,41.51,43.61
3001,Halden,Region,,,3001,Halden,2016,628,-147,0.41,0.92,61.28,0.56,80.8,8.25,0.75,6.04,3.48,26.76,45.85,38.89,52.3,58.7,47.42,45.27,18.55,84.23,79.9,100,100,41.47,42.37,55.5,37.08,91.03,41.47,53.49
3002,Indre Østfold,Region,,,3002,Indre Østfold,2009,389,-67,-2.24,0.7,60.58,0.41,85.38,4.96,-0.59,1.22,-0.39,27.54,41.33,46.32,54.29,54.15,53.8,51.11,62.86,40.38,41.67,36.22,37.76,33.6,43.83,54.22,55.92,39.01,33.6,45.32
3002,Indre Østfold,Region,,,3002,Indre Østfold,2010,431,-44,-1.23,-0.78,63.57,2.89,84.97,5.33,-0.37,1.68,0.55,26.95,43.69,52.81,37.1,37.36,72.64,71.19,56.33,51.23,47.96,59.08,67.17,32.16,48.25,37.23,66.72,56.36,32.16,48.14
3002,Indre Østfold,Region,,,3002,Indre Østfold,2011,415,-90,-0.35,-1.34,63.76,3.43,86.11,5.31,-0.75,1.51,-0.83,26.6,37.75,41.8,38.47,42.36,71.94,70.18,62.84,42.57,44.49,45.61,42.87,31.36,39.78,40.42,68.32,43.88,31.36,44.75
3002,Indre Østfold,Region,,,3002,Indre Østfold,2012,445,-85,-1.98,-2.58,65.28,2.91,86.32,5.73,-0.81,1.9,-0.85,25.75,39.33,44.07,28.91,26.96,73.84,73.93,63.92,39.91,42.84,38.45,34.22,28.92,41.7,27.94,70.56,38.85,28.92,41.59
3002,Indre Østfold,Region,,,3002,Indre Østfold,2013,439,-84,-0.95,-0.94,65.29,2.9,86.14,5.86,-0.67,2.42,0.32,25.13,39.25,45.16,38.92,40.99,73.6,73.76,60.43,44.96,45.72,57.54,67.27,27.51,42.2,39.96,69.26,53.87,27.51,46.56
3002,Indre Østfold,Region,,,3002,Indre Østfold,2014,479,-76,-0.58,-1.39,64.42,3.01,85.26,5.84,-0.6,1.67,-0.22,24.62,41.36,48.1,30.14,33.54,73.53,73.97,60.28,45.89,46.13,42.99,47.37,25.4,44.73,31.84,69.26,45.6,25.4,43.37
3002,Indre Østfold,Region,,,3002,Indre Østfold,2015,522,-94,-7.18,-1.83,65.16,4.45,84.46,5.78,-0.88,0.9,-0.36,22.71,36.79,43.02,42.73,38.06,76.22,76.07,52.4,38.37,41.52,42.56,46.24,25.16,39.9,40.39,68.23,42.17,25.16,43.17
3002,Indre Østfold,Region,,,3002,Indre Østfold,2016,551,-98,0.13,-0.02,64.8,4.37,84.61,5.84,-0.8,0.49,-1.46,22.63,38.15,45.1,49.69,48.52,73.91,74.21,55.39,42.76,43.55,19.54,19.31,24.69,41.62,49.11,67.84,31.29,24.69,42.91
3003,Mosseregionen,Region,,,3003,Mosseregionen,2009,366,-96,-5.18,-2.34,56.01,-4.53,80.44,6.58,-0.03,2.13,-0.14,31.1,37.35,39.52,23.74,21.16,20.93,13.2,14.75,56.01,67.9,57.12,45.03,47.25,38.43,22.45,16.29,56.51,47.25,36.19
3003,Mosseregionen,Region,,,3003,Mosseregionen,2010,407,-92,0.92,1.06,58.88,-2.15,81.16,6.86,0.09,2.04,0.15,30.96,39.48,41.29,58.95,55.31,36.89,29.42,19.76,64.04,72.77,66.54,56.75,47.57,40.39,57.13,28.69,65.03,47.57,47.76
3003,Mosseregionen,Region,,,3003,Mosseregionen,2011,435,-84,-0.96,-2.38,58.96,-1.41,81.17,7.43,0.38,2.66,-0.23,30.37,41.31,43.19,31,28.98,36.61,34.05,16.68,74.12,78.75,64.92,52.52,45.66,42.25,29.99,29.11,67.58,45.66,42.92
3003,Mosseregionen,Region,,,3003,Mosseregionen,2012,523,-24,-2.07,-2.61,61.04,-1.7,81.45,7.6,-0.05,3.54,-0.35,29.27,52.5,58,28.03,26.58,41.51,35.57,16.69,59.29,70.29,61.97,43.99,42.3,55.25,27.3,31.26,58.88,42.3,43
3003,Mosseregionen,Region,,,3003,Mosseregionen,2013,448,-83,-1.01,-1.42,62.14,-0.6,81.46,7.61,0.05,2.63,-0.33,28.6,40.85,45.37,38.18,34.67,51.15,46.31,14.9,65.76,73.11,61.37,49.94,40.75,43.11,36.43,37.45,62.54,40.75,44.06
3003,Mosseregionen,Region,,,3003,Mosseregionen,2014,464,-91,3.29,2.19,61.12,-0.62,80.45,7.3,-0.18,2.7,0.08,29.22,38.99,44.83,83.95,84,49.79,45.41,15.61,59.21,70.2,65.69,55.85,42.95,41.91,83.97,36.94,62.74,42.95,53.7
3003,Mosseregionen,Region,,,3003,Mosseregionen,2015,537,-83,-6.52,-1.98,62.65,1.65,80.03,8.42,0.74,3.72,1.69,26.92,38.91,45.09,47.44,36.8,56.8,54.24,12.2,82.43,82.92,82.2,77.34,41.84,42,42.12,41.08,81.22,41.84,49.65
3003,Mosseregionen,Region,,,3003,Mosseregionen,2016,555,-96,-0.14,-0.4,61.05,0.25,80.64,6.88,-0.77,1.45,-1.27,26.51,38.54,45.41,47.13,44.5,45.75,42.89,17.01,43.46,59.22,37.32,23.56,40.47,41.97,45.82,35.22,40.89,40.47,40.87
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2009,444,-43,-4.68,-1.37,60.97,0.48,82.54,6.98,0.24,2.37,0.02,30.83,50.79,51.99,28.95,31.66,56.58,51.61,35.18,63.36,74.36,62.65,49.79,46.22,51.39,30.31,47.79,62.54,46.22,47.65
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2010,457,-69,-0.01,0.07,62.02,1.07,82.32,7.02,0.09,2.08,0.11,30.49,48.1,46.9,49.47,45.66,60.86,56.1,30.89,64.22,75.3,67.45,55.84,45.78,47.5,47.57,49.29,65.7,45.78,51.17
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2011,485,-51,1.2,-0.3,62.87,2.41,83.13,7.1,-0.12,2.15,-0.99,30.47,50.28,51.33,57.41,55.76,65.38,62.52,35.01,60.28,73.34,56.29,40.34,46.03,50.8,56.59,54.3,57.57,46.03,53.06
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2012,509,-70,0.62,0.14,64.09,1.34,82.77,8.09,0.31,4.17,0.31,30.29,50.15,47.59,54.54,55.58,64.8,60.88,29.49,68.59,77.4,70.83,56.94,46.17,48.87,55.06,51.72,68.44,46.17,54.05
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2013,495,-63,-0.17,-0.58,64.08,1.41,83.23,7.77,0.06,3.38,0.36,29.87,48.54,49.87,48.72,45.71,65.02,62.06,32.13,65.83,75.67,74.92,68.45,45.6,49.21,47.21,53.07,71.22,45.6,53.26
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2014,524,-65,0.39,-0.78,63.26,1.56,82.38,7.69,0.04,2.63,-0.08,29.71,48.68,50.67,43.5,42.1,65.2,62.58,33.55,66.04,76.75,64.22,51.23,44.8,49.67,42.8,53.78,64.56,44.8,51.12
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2015,587,-86,-4.06,0.24,62.86,1.96,82.43,7.97,0.11,2.99,0.87,28.34,45.94,44.61,65.21,55.53,58.42,56.63,33.94,65.14,75.76,71.93,64.86,47.44,45.28,60.37,49.66,69.42,47.44,54.43
3004,Nedre Glomma,Region,,,3004,Nedre Glomma,2016,610,-99,0.49,-0.03,62.33,1.7,81.62,7.43,-0.4,2.47,-0.34,28.2,44.03,44.94,53.1,48.42,55.32,53.95,26.45,53.57,67.57,55.92,44.56,47.34,44.49,50.76,45.24,55.4,47.34,48.65
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2009,746,147,-2.59,-0.7,59.02,-1.83,83.68,6.89,-0.48,2.49,-0.45,40.62,100,96.67,50.7,38.95,42.54,33.91,46.27,43.6,72.93,65.29,36.14,83.76,98.34,44.82,40.91,54.49,83.76,64.46
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2010,741,129,1.75,0.88,60.06,-1.32,83.41,7.61,0.07,3.6,0.9,40.78,97.01,93.99,67.43,53.53,45.83,36.34,41.32,63.54,84.9,98.85,76.11,85.39,95.5,60.48,41.17,80.85,85.39,72.68
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2011,869,234,2.48,0.48,58.17,-2.28,82.91,6.95,-0.6,2.73,0.26,41.22,100,100,73.15,65.68,30.79,27.58,32.97,46.8,71.05,65.99,60.24,86.88,100,69.41,30.45,61.02,86.88,69.55
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2012,884,216,-0.19,-2.08,61.71,-1.12,83.47,7.8,-0.32,4.47,-1,40.47,100,100,46.55,32.2,46.64,40.42,36.26,52.5,73.15,75.19,31.15,84.88,100,39.37,41.1,57.99,84.88,64.67
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2013,846,196,1.1,0.09,63.08,0.17,84.47,7.66,-0.34,3.4,-0.22,40.16,100,100,64.66,54.57,57.9,52.33,44.22,54.45,73.99,75.3,52.8,84.86,100,59.61,51.48,64.14,84.86,72.02
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2014,887,200,2.83,1.42,62.1,0.14,83.53,7.48,-0.4,3.11,-0.05,40.62,100,100,77.46,73.2,56.81,51.37,44.22,52.17,73.33,74.75,52.08,86.44,100,75.33,50.8,63.08,86.44,75.13
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2015,887,143,-4.74,-0.1,59.62,-1.02,83.08,7.7,-0.36,3.22,0.62,38,88.18,88.64,60.32,52.63,33.44,33.4,39.85,52.55,71.54,75.14,61.14,85.7,88.41,56.47,35.56,65.09,85.7,66.25
3005,Nye Asker og Bærum,Region,,,3005,Nye Asker og Bærum,2016,894,91,-0.58,-0.02,59.49,-0.8,83.09,7.75,-0.3,3.63,0.32,37.3,72.42,69.21,42.87,48.56,33.96,34.94,40.69,56.05,72.42,77.19,59.45,84.31,70.81,45.72,36.53,66.27,84.31,60.73
3006,Follo,Region,,,3006,Follo,2009,452,-58,-2.49,-0.1,60.37,-0.22,83.36,6.88,-0.19,2.81,0.1,25.62,52.3,48.44,51.72,45.49,52.24,46.27,43.21,51.4,72.73,72.82,52.22,26.25,50.37,48.6,47.24,62.29,26.25,46.95
3006,Follo,Region,,,3006,Follo,2010,446,-86,0.58,0.33,61.63,0.51,83.35,7.17,-0.11,2.58,0.17,25.39,46.32,42.73,55.46,48.25,57.82,51.44,40.78,58.5,77.65,77.71,57.32,26.17,44.53,51.86,50.01,67.79,26.17,48.07
3006,Follo,Region,,,3006,Follo,2011,470,-98,1.22,0,61.25,0.81,83.72,7.14,-0.32,3.24,0.17,25.32,47.77,39.81,57.64,59.63,53.44,50.59,40.56,54.47,74.07,74.65,58.91,26.49,43.79,58.63,48.19,65.52,26.49,48.53
3006,Follo,Region,,,3006,Follo,2012,488,-101,3.38,2.52,62.97,0.37,83.82,7.75,-0.24,5.21,0.5,25.64,46.52,40.47,81.71,80.62,56.25,52.81,39.64,54.43,72.46,85.69,60.56,28.5,43.49,81.17,49.57,68.28,28.5,54.2
3006,Follo,Region,,,3006,Follo,2013,481,-93,2.17,1.88,64.08,1.54,85.15,7.66,-0.23,3.85,0.59,25.78,46.24,43.27,78.1,78.18,64.97,63.08,50.79,57.64,73.91,83.35,74.48,30.02,44.76,78.14,59.61,72.34,30.02,56.98
3006,Follo,Region,,,3006,Follo,2014,519,-89,2.89,2.03,62.9,1.33,84.11,7.5,-0.29,3.11,0.16,26.17,47.9,45.23,78.29,81.8,62.58,60.76,49.59,55.81,73.66,74.71,58.37,31.29,46.57,80.04,57.64,65.64,31.29,56.24
3006,Follo,Region,,,3006,Follo,2015,582,-92,-1.33,3.02,61.25,0.69,83.01,7.77,-0.19,2.45,0.12,25.5,45.27,43.35,84.84,78.93,46.01,46.76,39.19,57.14,72.68,64.41,53.56,36.23,44.31,81.88,43.99,61.95,36.23,53.67
3006,Follo,Region,,,3006,Follo,2016,583,-125,2.15,1.8,61.23,1.02,82.7,7.39,-0.55,2.77,-0.29,25.67,41.3,41.69,68.88,68.11,47.06,48.78,36.97,49.39,66.94,61.53,45.75,37.06,41.49,68.5,44.27,55.91,37.06,49.45
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2009,480,-14,-2.52,0.28,60.19,-0.28,82.72,6.96,0.22,2.61,0.26,28.26,57.09,58.94,51.42,49.6,51,45.81,36.97,62.74,73.97,68.23,56.64,36.4,58.02,50.51,44.59,65.4,36.4,50.98
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2010,473,-57,3.78,3.71,60.86,-0.12,82.45,7.55,0.62,2.88,0.9,28.81,50.84,49.63,88.07,81.18,51.99,46.28,32.06,79.04,83.91,83.88,75.98,39.33,50.24,84.62,43.45,80.7,39.33,59.67
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2011,495,-70,3.09,1.76,61.1,0.68,82.76,7.72,0.5,3.59,0.87,29.15,52.19,46.82,80.51,82.16,52.36,49.66,31.59,77.51,83.36,80.41,69.98,41.02,49.51,81.34,44.54,77.81,41.02,58.84
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2012,530,-56,2.97,2.3,63.23,0.62,82.89,8.4,0.66,4.15,0.11,29.51,53.52,50.82,77.66,78.3,58.22,54.91,30.71,77.33,81.87,70.67,52.92,43.18,52.17,77.98,47.95,70.7,43.18,58.39
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2013,521,-52,-0.12,-0.32,63.12,0.54,82.97,7.97,0.32,3.32,0.43,28.93,52.77,52.12,49.36,49.2,58.18,55.29,29.61,73.45,78.84,73.83,70.18,42.04,52.44,49.28,47.69,74.07,42.04,53.1
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2014,557,-52,0.34,-0.52,62.32,0.72,82.06,7.92,0.38,2.41,-0.17,28.54,54,53.41,42.86,45.79,58.38,55.99,30.53,77.01,80.53,59.42,48.73,40.36,53.71,44.33,48.3,66.42,40.36,50.62
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2015,609,-68,-2.61,1.64,60.89,0.2,82.04,8.3,0.55,3.06,1.07,27.44,49.04,48.02,75.61,67.31,43.25,42.88,30.39,77.31,80.99,72.94,67.91,43.88,48.53,71.46,38.84,74.79,43.88,55.5
3007,Nedre Romerike,Region,,,3007,Nedre Romerike,2016,633,-70,0.78,0.46,62.06,1.67,82.6,8.29,0.54,3.31,0.6,27.15,46.3,48.67,55.86,53.69,53.34,53.71,35.93,78.69,80.58,71.31,65.71,43.08,47.49,54.77,47.66,74.07,43.08,53.41
3008,Øvre Romerike,Region,,,3008,Øvre Romerike,2009,417,-74,-2.01,1.08,60.09,-0.1,84.34,7.07,0.89,2.61,0.57,33.77,46.19,44.83,56.68,58.3,50.22,47.17,52.66,81.29,75.77,68.16,65.74,57.5,45.51,57.49,50.02,72.74,57.5,56.65
3008,Øvre Romerike,Region,,,3008,Øvre Romerike,2010,435,-80,-1.06,-1.02,63.11,2.29,84.52,7.27,0.9,3,1.38,32.69,44.38,44.14,38.83,35.04,69.13,66.2,51.96,87.12,79.36,86.36,88.31,54.26,44.26,36.93,62.43,85.29,54.26,56.63
3008,Øvre Romerike,Region,,,3008,Øvre Romerike,2011,482,-71,4.15,3.19,62.78,2.39,85.41,7.28,0.56,2.71,0.17,33.28,49.79,46.56,93.57,100,64.75,62.42,56.36,79.24,76.25,65.65,58.86,56.74,48.18,96.78,61.18,70,56.74,66.57
3008,Øvre Romerike,Region,,,3008,Øvre Romerike,2012,481,-92,1.87,1.05,62.7,0.2,84.54,7.78,0.55,4,0.61,33.06,45.42,42.53,66.84,65.13,54.15,51.43,46.66,74.63,72.86,68.44,62.67,56.69,43.98,65.98,50.74,69.65,56.69,57.41
3008,Øvre Romerike,Region,,,3008,Øvre Romerike,2013,489,-88,1.43,1.19,62.3,-0.14,84.53,8.41,1.25,3.68,1.18,32.87,47.56,44.24,68.75,69.13,52.3,49.96,44.79,100,85.74,80.24,90.38,57.05,45.9,68.94,49.02,89.09,57.05,62
